Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
Casa;Ate;6;4;5;600;29000.0;1300.0;
Casa en condominio;Jesús María;4;4;2;543;10000.0;1340.0;1040.0
Casa en condominio;Jesús María;3;2;3;260;5200.0;1650.0;
Casa en condominio;Villa El Salvador;3;0;1;250;2200.0;260.0;
Casa;Lince;2;1;0;70;1200.0;;
Casa en condominio;Jesús María;4;3;4;460;8500.0;995.0;873.0
Casa de villa;San Luis;1;0;0;24;500.0;60.0;250.0
Casa en condominio;Lince;4;5;1;200;2800.0;400.0;
Casa de villa;La Punta;3;0;1;198;1500.0;;
Casa;Lima;2;4;1;195;2800.0;;138.0
Casa;Lince;2;3;1;90;1700.0;;
Casa;Lince;2;2;1;100;1000.0;;
Casa comercial;Comas;0;1;0;600;60000.0;;
Casa;Santa Anita;3;1;0;80;2000.0;;
Casa en condominio;Callao;3;4;2;272;3000.0;525.0;260.0
Casa en condominio;Ate;5;2;2;300;8500.0;800.0;7500.0
Casa;San Miguel;2;0;0;107;2300.0;500.0;
Casa en condominio;Ate;6;3;6;1000;30000.0;1300.0;1216.0
Casa;Ate;2;1;1;65;1700.0;;
Casa en condominio;Jesús María;4;3;0;270;5550.0;570.0;4485.0
Casa;Punta Hermosa;4;3;2;450;45000.0;2650.0;5900.0
Casa;Callao;4;3;4;400;16000.0;;2200.0
Casa;Santa María del Mar;1;0;0;50;800.0;;17.0
Casa comercial;Lince;0;15;0;300;7000.0;;
Casa;Surquillo;1;0;0;40;700.0;;
Casa;Santiago de Surco;4;3;4;800;35000.0;;
Casa;Jesús María;4;0;2;600;8500.0;;1858.0
Casa de villa;Callao;2;0;0;65;1400.0;300.0;
Casa comercial;Bellavista;0;0;0;200;3600.0;;200.0
Casa en condominio;Ate;4;2;4;340;7991.0;1087.0;11360.0
Casa en condominio;Ate;3;5;3;681;19991.0;1907.0;13950.0
Casa en condominio;Jesús María;5;3;4;200;4000.0;960.0;335.0
Casa;Chaclacayo;3;0;0;75;1800.0;;44.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
Casa en condominio;Ate;4;4;4;680;17000.0;2000.0;18000.0
Casa en condominio;Ate;5;6;4;600;14500.0;1680.0;1980.0
Casa en condominio;Ate;5;4;2;700;13000.0;2200.0;
Casa;Chorrillos;1;0;0;30;400.0;35.0;
Casa en condominio;Ate;6;6;6;1100;25000.0;2695.0;3000.0
Casa;Lince;2;1;0;120;2500.0;;
Casa;Ventanilla;2;1;1;100;2800.0;;400.0
Casa;Jesús María;3;3;1;300;4500.0;;
Casa en condominio;Jesús María;5;8;5;2200;25000.0;1300.0;345.0
Casa;San Isidro;1;0;0;40;800.0;;
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1400.0
Casa en condominio;Villa María del Triunfo;4;5;4;150;2700.0;606.0;54.0
Casa;Villa María del Triunfo;2;3;2;300;7500.0;;
Casa de villa;La Molina;2;0;0;41;900.0;;135.0
Casa en condominio;Pucusana;3;3;1;340;7500.0;1900.0;970.0
Casa;Punta Negra;3;1;3;300;4000.0;;1500.0
Casa en condominio;Ate;4;1;2;245;7000.0;1650.0;550.0
Casa comercial;Chorrillos;0;6;0;450;22000.0;;
Casa;Pucusana;6;10;5;1000;25000.0;;706.0
Casa en condominio;Ancón;2;0;0;70;1000.0;;
Casa;Santa Rosa;2;0;1;119;1700.0;;
Casa en condominio;Ancón;2;1;2;75;1700.0;;
Casa de villa;Bellavista;1;0;0;50;700.0;;
Casa en condominio;Jesús María;4;3;4;220;6900.0;1100.0;700.0
Casa de villa;Magdalena del Mar;1;0;0;44;700.0;;
Casa comercial;San Miguel;3;0;0;90;1500.0;;2076.0
Casa;Punta Hermosa;5;6;5;980;10000.0;;1200.0
Casa;Chorrillos;2;1;1;108;3800.0;;
Casa en condominio;Ate;5;0;5;850;28000.0;;
Casa en condominio;Ate;3;5;3;1030;16000.0;2150.0;2000.0
Casa;Jesús María;3;30;0;600;8000.0;;280.0
Casa en condominio;Ate;11;4;4;937;15000.0;2300.0;14014.0
Casa en condominio;Ate;4;4;4;305;14000.0;960.0;
Casa de villa;San Isidro;1;1;0;52;900.0;;
Casa en condominio;Ate;6;0;1;400;10000.0;2333.0;990.0
Casa comercial;Chorrillos;0;0;0;250;16000.0;;1160.0
Casa en condominio;Jesús María;4;2;4;200;4500.0;1350.0;
Casa de villa;Carabayllo;1;0;0;35;780.0;;14.0
Casa en condominio;Barranco;2;1;0;72;1100.0;280.0;
Casa en condominio;Ate;4;3;4;280;9000.0;950.0;4500.0
Casa;Punta Hermosa;4;5;3;3000;22000.0;2700.0;1700.0
Casa en condominio;Jesús María;4;4;4;600;20000.0;1800.0;16000.0
Casa;Lince;2;1;0;73;1200.0;;
Casa de villa;Mi Perú;1;0;0;40;850.0;;
Casa;Jesús María;5;4;3;360;15000.0;;607.0
Casa en condominio;Callao;2;1;0;75;1500.0;90.0;50.0
Casa en condominio;Ate;5;6;5;1300;34009.0;;
Casa;Jesús María;4;2;2;200;2300.0;870.0;140.0
Casa en condominio;San Luis;5;4;5;400;10000.0;699.0;5000.0
Casa;Chorrillos;4;0;1;300;10500.0;;40.0
Casa en condominio;Ate;4;5;3;650;20000.0;1750.0;8724.0
Casa en condominio;Ate;5;4;5;1280;30000.0;1300.0;
Casa en condominio;Ate;2;1;1;70;1500.0;180.0;
Casa de villa;Ate;2;1;0;65;980.0;;60.0
Casa;Ate;5;4;5;600;12000.0;2300.0;
Casa;San Luis;3;1;1;180;1950.0;;
Casa;Mi Perú;3;1;0;294;3500.0;;
Casa en condominio;Jesús María;4;2;4;185;2600.0;900.0;300.0
Casa en condominio;Lince;3;2;3;220;3000.0;100.0;50.0
Casa en condominio;Ate;4;4;4;300;9000.0;934.0;8865.0
Casa comercial;Callao;0;6;0;515;10000.0;;2279.0
Casa;La Punta;7;2;0;883;40000.0;;1040.0
Casa de villa;Punta Negra;1;0;0;45;1000.0;;15.0
Casa en condominio;Callao;4;2;4;179;3900.0;800.0;233.0
Casa de villa;San Borja;2;0;0;50;900.0;;
Casa en condominio;Jesús María;4;3;3;420;8500.0;1000.0;1070.0
Casa de villa;Ventanilla;1;0;0;32;1000.0;125.0;12.0
Casa en condominio;Callao;4;4;4;200;2900.0;550.0;120.0
Casa;Lince;4;2;0;120;1600.0;;
Casa;Ate;1;0;1;55;1600.0;;
Casa comercial;Lurigancho;0;0;0;260;25000.0;;
Casa comercial;Pueblo Libre;6;2;0;500;23000.0;;2670.0
Casa en condominio;Jesús María;4;4;2;700;17000.0;1600.0;1435.0
Casa en condominio;Ate;4;1;1;439;8500.0;1350.0;950.0
Casa en condominio;Mi Perú;3;2;1;207;4500.0;563.0;255.0
Casa de villa;San Luis;3;0;0;80;2200.0;150.0;16.0
Casa en condominio;San Luis;3;0;1;195;2500.0;150.0;
Casa;San Juan de Miraflores;1;1;0;36;500.0;;
Casa en condominio;Punta Negra;2;0;2;120;2000.0;;
Casa;La Victoria;2;1;0;80;1500.0;;150.0
Casa;Lince;1;1;0;61;830.0;;
Casa en condominio;Ate;5;6;5;560;28000.0;2200.0;
Casa en condominio;La Victoria;2;1;1;75;1600.0;40.0;
Casa en condominio;Jesús María;4;2;4;316;4500.0;990.0;
Casa en condominio;Ate;4;6;4;950;20000.0;2650.0;
Casa de villa;Santa Rosa;1;0;0;40;800.0;;
Casa;San Luis;3;5;1;150;2500.0;;1200.0
Casa comercial;Santa Anita;0;0;0;30;900.0;450.0;56.0
Casa en condominio;Ate;6;6;6;1200;25000.0;1650.0;2900.0
Casa de villa;San Miguel;2;0;0;75;2200.0;;
Casa de villa;La Molina;2;0;0;43;1000.0;;120.0
Casa;Cieneguilla;1;0;0;50;600.0;;
Casa en condominio;Ate;5;3;4;500;8500.0;900.0;
Casa;La Punta;5;3;1;300;3000.0;;290.0
Casa;Santa Anita;4;1;0;180;2500.0;;80.0
Casa en condominio;Punta Negra;2;1;2;100;2100.0;170.0;66.0
Casa en condominio;Jesús María;3;2;3;150;3200.0;1000.0;
Casa en condominio;Jesús María;4;2;3;135;2800.0;560.0;
Casa en condominio;Jesús María;5;5;5;500;15000.0;1800.0;650.0
Casa en condominio;Villa El Salvador;3;2;1;100;2100.0;415.0;85.0
Casa en condominio;Jesús María;4;10;3;480;15000.0;590.0;
Casa;El Agustino;2;1;1;60;1150.0;;
Casa;Lurigancho;7;6;4;845;35000.0;;
Casa;Santa Rosa;2;1;0;45;700.0;;
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1399.0
Casa en condominio;Ate;4;6;4;900;17000.0;1200.0;22000.0
Casa en condominio;Ate;6;4;4;662;10000.0;1129.0;1486.0
Casa comercial;Pueblo Libre;0;4;0;726;35000.0;;1869.0
Casa en condominio;Ate;5;3;3;600;10000.0;2100.0;16070.0
Casa en condominio;La Perla;5;3;1;600;14500.0;570.0;980.0
Casa en condominio;Villa El Salvador;1;1;0;50;1600.0;220.0;
Casa;Callao;4;2;3;169;3100.0;600.0;225.0
Casa en condominio;Ate;4;4;4;763;12000.0;800.0;2041.0
Casa;Lince;2;0;0;116;1100.0;;
Casa en condominio;Ate;4;4;4;900;15000.0;1170.0;2100.0
Casa;Pachacámac;2;0;0;207;4000.0;;
Casa;Lince;3;0;1;140;1500.0;;
Casa;San Luis;3;3;0;280;4000.0;;1200.0
Casa;Ate;6;0;5;800;18000.0;825.0;1786.0
Casa;Magdalena del Mar;1;0;0;44;700.0;;
Casa;La Punta;3;1;0;75;2950.0;;
Casa de villa;Comas;2;0;0;58;1000.0;;
Casa;Pueblo Libre;3;3;1;250;8600.0;1900.0;580.0
Casa;Santa Rosa;1;0;0;40;450.0;;
Casa en condominio;Rímac;6;3;6;1206;55000.0;3200.0;5016.0
Casa en condominio;San Borja;2;1;1;80;3000.0;50.0;
Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;11.0
Casa en condominio;Jesús María;4;4;4;350;9000.0;550.0;3000.0
Casa;San Luis;4;2;1;240;6500.0;;700.0
Casa;Lince;2;1;2;86;1500.0;;
Casa comercial;Lince;3;2;0;287;7000.0;;
Casa en condominio;Ate;5;3;5;900;20000.0;1300.0;1600.0
Casa en condominio;Ate;3;3;3;400;7500.0;1900.0;
Casa en condominio;Jesús María;3;2;3;200;3600.0;480.0;
Casa;Mi Perú;2;1;0;80;1500.0;;
Casa en condominio;Jesús María;4;4;3;500;9000.0;1000.0;900.0
Casa en condominio;Ate;4;4;2;600;30000.0;1050.0;
Casa de villa;La Molina;3;0;0;73;850.0;;
Casa en condominio;Ate;4;3;4;300;10000.0;1055.0;5500.0
Casa en condominio;Ate;4;2;4;290;7000.0;7068.0;6800.0
Casa;Lince;1;0;0;50;600.0;;
Casa de villa;La Perla;2;0;0;55;600.0;;
Casa en condominio;Ate;4;3;2;250;7500.0;1300.0;680.0
Casa en condominio;Ate;4;3;4;460;12000.0;1000.0;1200.0
Casa;Jesús María;4;2;2;352;6500.0;;
Casa en condominio;Ate;5;2;5;554;20000.0;1892.0;1743.0
Casa en condominio;Callao;3;3;1;155;2000.0;530.0;1250.0
Casa;Carabayllo;2;1;0;60;1400.0;;
Casa en condominio;Ate;3;5;3;1000;20000.0;3000.0;
Casa;Pachacámac;5;0;1;160;5000.0;;80.0
Casa en condominio;Ate;5;3;4;450;15000.0;1711.0;2332.0
